cdatetime,address,district,beat,crimedescr,ucr_ncic_code
1466,2068,1,2,292,7000
1467,1141,3,8,208,5311
1467,4686,2,5,293,7000
1468,270,3,7,191,2699
1469,885,2,6,1,2404
1470,3562,5,16,293,7000
1471,4539,6,0,207,4004
1471,2886,4,12,72,1210
1472,4118,3,9,293,7000
1473,1844,6,17,298,5400
1474,1554,4,11,181,2799
1283,3813,4,13,287,7000
1284,2693,1,1,145,2299
1285,4118,3,9,293,7000
1286,4253,6,19,298,5400
1287,4020,5,16,144,2204
1288,985,1,2,59,5005
1289,3490,6,18,160,2303
1290,948,2,4,2,2404
1291,5124,5,14,297,5400
1292,4890,6,18,207,4004
1292,4727,3,9,67,5401
1293,4937,2,4,2,2404
1293,1907,4,11,118,5599
1294,5149,1,1,1,2404
1295,5359,6,18,207,4004
1296,4205,3,9,69,1299
1297,3683,4,12,144,2204
1298,3870,5,15,274,7000
1299,5096,2,5,264,7000
1299,889,5,15,267,7000
1299,604,4,11,252,7000
1299,188,4,13,165,2605
1299,1648,1,2,61,2310
1299,3142,3,10,145,2299
1300,5366,6,18,298,5400
1300,3640,3,10,143,2203
1301,1178,5,14,95,1315
1301,4394,3,10,116,7000
1302,833,3,7,298,5400
1303,2497,3,10,266,7000
1304,5398,6,17,21,3572
1305,5159,1,1,298,5400
1306,3317,6,19,109,5007
1306,5349,6,17,292,7000
1307,1616,4,11,100,1315
1308,3222,5,16,2,2404
1308,3711,4,13,230,7000
1308,718,3,10,152,2308
1308,1178,5,14,95,1315
1309,4535,1,2,292,7000
1310,2799,4,12,192,2999
1311,2304,1,1,233,7000
1312,2194,5,15,140,2099
1313,5112,4,11,270,7000
1314,4267,5,16,100,1315
1315,1068,2,5,109,5007
1316,3713,6,19,252,7000
1317,55,2,5,267,7000
1317,1454,5,14,194,2999
1317,1969,3,9,152,2308
1318,307,2,6,227,7000
1319,4867,4,11,272,7000
1320,4788,3,9,298,5400
1321,32,3,8,172,2303
1321,2642,1,3,144,2204
1322,5382,4,12,6,3532
1323,3139,3,10,7,3582
1324,4887,6,0,292,7000
1325,5299,1,1,292,7000
1326,4220,1,3,109,5007
1327,4394,3,10,94,1315
1328,5288,2,6,212,5212
1329,4224,5,16,248,7000
1330,582,6,18,1,2404
1331,3291,3,9,293,7000
1332,496,5,15,291,7000
1333,2068,1,2,95,1315
1334,5314,1,2,118,5599
1334,1903,2,5,144,2204
1334,1531,6,17,144,2204
1334,4283,2,6,1,2404
1334,59,3,10,160,2303
1335,3524,5,16,263,7000
1336,5425,4,11,69,1299
1337,175,3,7,171,2308
1338,3634,6,19,298,5400
1338,3963,5,14,293,7000
1339,2401,1,1,292,7000
1340,128,3,7,19,3599
1341,3280,4,13,58,4902
1342,4297,3,9,87,1313
1342,894,2,6,2,2404
1342,1969,3,9,156,2399
1343,4655,5,16,272,7000
1344,2332,4,12,160,2303
1344,5166,2,5,1,2404
1345,4824,4,12,19,3599
1345,2934,3,7,69,1299
1345,3957,5,14,293,7000
1346,376,3,7,6,3532
1346,4627,3,7,33,5212
1347,2849,4,11,147,2206
1347,170,3,10,160,2303
1348,4568,2,6,57,4803
1349,2686,4,13,272,7000
1350,3681,4,13,267,7000
1351,660,2,6,156,2399
1352,5421,3,7,272,7000
1353,3280,4,13,58,4902
1353,5093,6,17,93,1315
1353,604,4,11,204,5212
1354,2413,1,3,143,2203
1354,3443,4,13,2,2404
1355,241,2,5,171,2308
1356,3280,4,13,58,4902
1357,3125,4,11,192,2999
1357,1624,2,4,293,7000
1358,596,3,7,53,5499
1359,4919,5,15,293,7000
1359,5375,1,2,293,7000
1360,3083,6,19,235,7000
1361,3757,2,5,152,2308
1362,4919,5,15,293,7000
1363,4695,2,6,207,4004
1364,2208,6,17,10,3532
1364,3613,5,16,1,2404
1365,605,2,6,216,2399
1366,3280,4,13,58,4902
1366,5100,2,4,2,2404
1366,688,4,11,145,2299
1366,2341,4,13,165,2605
1366,2776,1,1,152,2308
1367,5414,1,2,297,5400
1368,3280,4,13,58,4902
1369,2580,6,17,143,2203
1370,5399,3,7,297,5400
1371,226,3,8,208,5311
1372,882,3,7,298,5400
1373,688,4,11,145,2299
1373,1449,1,2,2,2404
1373,1874,3,9,161,2399
1373,688,4,11,145,2299
1373,657,2,6,145,2299
1374,4711,2,6,211,4099
1375,1975,3,9,184,7000
1376,2687,4,13,297,5400
1377,3340,4,13,255,7000
1377,4257,3,9,194,2999
1377,3541,6,18,171,2308
1377,1669,4,12,172,2303
1378,2543,5,15,279,7000
1379,1485,4,14,84,5499
1380,5327,3,9,69,1299
1380,688,4,11,145,2299
1380,1558,4,12,293,7000
1381,2380,6,17,10,3532
1382,2167,6,19,2,2404
1383,1535,4,11,6,3532
1384,1394,5,15,28,3599
1385,357,4,13,184,7000
1386,2253,2,5,184,7000
1387,4854,4,11,145,2299
1387,2389,6,17,144,2204
1387,3252,5,16,232,7000
1388,1003,2,4,256,7000
1389,2443,6,17,24,3571
1390,3627,6,18,248,7000
1391,2196,1,3,1,2404
1392,4507,2,5,94,1315
1393,4525,1,1,294,7000
1394,2293,3,9,283,7000
1394,1802,1,3,2,2404
1394,1979,4,11,143,2203
1395,1618,2,6,1,2404
1396,1123,3,8,208,5311
1397,2777,5,15,275,7000
1398,3211,4,12,67,5401
1403,1075,3,8,94,1315
1404,713,3,10,21,3572
1405,1348,2,5,71,1299
1406,4281,3,9,1,2404
1407,1266,1,1,2,2404
1408,5210,3,8,2,2404
1408,1458,1,2,2,2404
1408,3874,5,15,94,1315
1409,3084,6,18,160,2303
1410,934,6,17,10,3532
1411,3713,6,19,145,2299
1412,298,3,7,298,5400
1413,4943,2,5,1,2404
1414,856,1,2,283,7000
1415,282,6,17,10,3532
1415,2290,1,1,172,2303
1415,547,1,2,194,2999
1416,933,6,17,293,7000
1417,698,3,8,255,7000
1418,1956,2,5,292,7000
1419,4489,3,9,298,5400
1420,3750,2,4,2,2404
1421,3138,6,18,2,2404
1421,3258,6,19,2,2404
1421,1267,1,2,267,7000
1421,1434,1,3,171,2308
1421,2708,5,15,2,2404
1421,4187,4,13,145,2299
1421,3061,6,18,145,2299
1422,723,2,6,88,1313
1423,2470,2,4,228,7000
1424,4334,6,19,274,7000
1425,5041,2,5,19,3599
1426,4389,6,17,10,3532
1427,3056,2,5,2,2404
1427,251,3,7,230,7000
1427,1146,3,8,194,2999
1428,3224,6,18,144,2204
1429,4997,3,19,298,5400
1430,5180,1,3,293,7000
1431,1982,2,5,266,7000
1431,1522,1,3,192,2999
1475,3817,3,9,187,2604
1475,3732,5,15,61,2310
1475,3432,4,13,192,2999
1475,3473,4,13,187,2604
1476,3341,5,16,2,2404
1476,1460,4,11,155,2309
1476,1250,4,12,145,2299
1476,3528,6,18,165,2605
1477,2013,6,17,293,7000
1478,3897,5,15,19,3599
1479,4505,2,5,21,3572
1607,3272,5,16,145,2299
1607,189,3,9,144,2204
1607,508,3,8,145,2299
1608,1462,1,2,71,1299
1609,1270,1,3,227,7000
1610,5328,5,15,80,5404
1611,3032,6,19,145,2299
1612,2174,6,18,21,3572
1644,3399,6,19,144,2204
1644,684,4,11,194,2999
1645,1160,1,3,293,7000
1646,5368,5,16,100,1315
1647,5361,6,19,167,2399
1648,4856,4,13,292,7000
1649,176,2,4,2,2404
1650,2879,6,18,271,7000
1651,976,2,6,257,7000
1651,5287,2,6,67,5401
1651,3967,5,15,145,2299
1652,696,2,6,1,2404
1653,5311,1,0,293,7000
1654,2048,1,2,155,2309
1655,2304,1,1,264,7000
1656,3644,6,19,144,2204
1657,944,3,9,171,2308
1658,4119,6,19,113,3699
1659,1419,4,11,293,7000
1660,5084,2,6,298,5400
1661,5190,2,4,292,7000
1662,4973,3,10,297,5400
1662,1752,2,5,292,7000
1663,1336,3,8,264,7000
1663,4882,4,12,248,7000
1663,2721,1,1,236,7000
1663,4437,4,13,165,2605
1663,644,2,6,165,2605
1663,1886,3,9,194,2999
1663,4252,5,15,145,2299
1663,3708,4,13,187,2604
1663,8,4,13,194,2999
1663,3771,4,11,194,2999
1663,5132,1,3,1,2404
1663,945,2,5,287,7000
1664,2026,3,7,184,7000
1665,41,3,10,100,1315
1665,3028,5,16,144,2204
1666,4694,2,5,293,7000
1667,4850,4,12,293,7000
1668,3106,6,18,165,2605
1669,1718,2,6,165,2605
1669,346,4,13,145,2299
1670,2656,2,4,144,2204
1671,4420,3,10,113,3699
1672,688,4,11,145,2299
1672,967,3,7,69,1299
1673,4747,6,19,297,5400
1674,917,4,11,293,7000
1675,3110,3,9,293,7000
1675,4650,5,14,293,7000
1676,723,2,6,2,2404
1676,1426,4,11,144,2204
1480,987,4,13,144,2204
1480,4282,5,16,144,2204
1480,244,2,5,2,2404
1480,3094,6,18,187,2604
1481,4903,2,4,12,3562
1482,4713,2,6,292,7000
1483,3713,6,19,252,7000
1484,5105,2,4,292,7000
1485,4509,2,5,270,7000
1486,5102,2,4,2,2404
1486,3748,3,7,145,2299
1487,648,2,5,241,7000
1488,4561,4,11,118,5599
1489,5097,2,5,293,7000
1490,3713,6,19,252,7000
1491,1178,5,14,291,7000
1491,4270,6,19,143,2203
1492,562,1,3,1,2404
1493,4340,6,19,1,2404
1494,5337,2,5,293,7000
1495,3280,4,13,58,4902
1496,2233,2,4,267,7000
1496,4811,6,19,165,2605
1497,1840,3,8,145,2299
1498,1180,5,14,261,7000
1499,2711,1,1,228,7000
1500,4694,2,5,292,7000
1501,2592,3,10,160,2303
1502,4340,6,19,1,2404
1503,5472,1,3,1,2404
1504,1831,2,5,293,7000
1505,2086,6,17,2,2404
1505,4886,6,17,156,2399
1505,2694,1,1,145,2299
1505,604,4,11,252,7000
1505,3887,4,13,144,2204
1505,812,6,18,194,2999
1506,5097,2,5,292,7000
1507,153,3,10,88,1313
1507,268,2,6,172,2303
1508,2233,2,4,267,7000
1508,3837,4,13,79,5499
1509,5056,2,5,293,7000
1510,4298,3,9,235,7000
1511,2314,6,17,127,7399
1512,5106,2,5,292,7000
1513,4694,2,5,292,7000
1514,3275,6,19,1,2404
1515,2080,1,3,2,2404
1515,5,3,9,143,2203
1516,5431,5,15,69,1299
1516,1400,1,1,88,1313
1516,1907,4,11,252,7000
1517,539,3,7,1,2404
1518,2517,6,17,293,7000
1519,2514,1,1,249,7000
1520,1140,2,6,292,7000
1521,4856,4,13,292,7000
1522,5253,2,4,292,7000
1523,5391,2,5,292,7000
1524,3489,6,18,1,2404
1525,2037,2,5,291,7000
1526,5160,1,1,230,7000
1527,4572,2,5,292,7000
1528,77,4,13,216,2399
1529,5224,4,13,293,7000
1529,2740,6,19,172,2303
1530,1169,1,1,230,7000
1531,289,3,7,116,7000
1532,464,4,11,298,5400
1533,3280,4,13,185,2604
1534,4730,5,16,66,5401
1535,3842,2,6,20,3599
1536,170,3,10,160,2303
1537,4417,3,10,235,7000
1537,1049,3,7,1,2404
1538,538,2,5,94,1315
1538,4638,5,15,293,7000
1539,1363,2,5,292,7000
1540,4638,5,15,293,7000
1541,706,1,1,274,7000
1542,3286,3,9,297,5400
1543,5470,5,14,1,2404
1544,2156,2,5,144,2204
1545,5049,2,5,292,7000
1546,4931,3,9,292,7000
1547,1447,4,11,293,7000
1548,1093,1,2,227,7000
1549,3179,3,7,285,7000
1550,3641,5,16,69,1299
1550,4863,4,14,298,5400
1551,5140,3,7,6,3532
1552,5073,5,15,93,1315
1552,2596,3,7,118,5599
1552,8,4,13,2,2404
1553,726,2,5,100,1315
1554,1786,1,2,230,7000
1555,2609,2,4,155,2309
1556,5142,3,7,297,5400
1557,3532,4,13,298,5400
1558,4443,4,13,249,7000
1559,5404,2,6,292,7000
1560,3844,5,16,2,2404
1560,636,5,14,213,5309
1560,1392,3,8,297,5400
1561,633,3,9,271,7000
1562,660,2,6,156,2399
1562,3139,3,10,145,2299
1563,4740,2,5,292,7000
1564,1527,4,11,1,2404
1565,3062,6,18,150,2506
1566,916,4,12,293,7000
1567,3000,5,15,267,7000
1567,2704,4,12,232,7000
1567,2701,6,17,267,7000
1567,871,3,8,195,2999
1568,1395,5,15,267,7000
1569,2770,4,11,194,2999
1570,3068,5,14,188,2699
1571,5031,5,15,19,3599
1572,2754,6,18,266,7000
1573,4734,2,6,292,7000
1574,1274,4,12,69,1299
1574,4473,2,5,259,7000
1575,1942,6,17,178,2803
1576,3752,5,16,69,1299
1576,4529,2,4,294,7000
1577,4738,2,6,67,5401
1578,4476,3,7,298,5400
1579,4735,2,6,292,7000
1580,3793,3,10,174,2301
1580,3190,5,16,171,2308
1580,1269,3,8,196,2999
1581,377,3,7,270,7000
1582,1947,6,17,1,2404
1583,5430,5,16,67,5401
1584,2550,4,13,88,1313
1585,4368,1,3,2,2404
1586,184,4,11,144,2204
1587,4736,2,6,292,7000
1588,3647,2,5,248,7000
1589,4584,6,17,211,4099
1590,4173,5,16,291,7000
1591,3416,5,16,272,7000
1592,769,2,6,266,7000
1592,1941,4,12,225,7000
1592,3142,3,10,248,7000
1592,1574,4,11,267,7000
1592,2138,1,2,3,2999
1592,310,4,11,143,2203
1592,3325,6,18,144,2204
1592,4356,3,9,2,2404
1592,4134,3,9,145,2299
1592,511,3,7,145,2299
1593,4685,2,6,293,7000
1594,1368,5,14,72,1210
1595,2054,6,17,40,5012
1596,355,5,14,69,1299
1596,1348,2,5,216,2399
1596,3319,6,19,2,2404
1597,5037,2,5,1,2404
1598,2027,1,2,72,1210
1599,97,3,9,94,1315
1600,3601,3,10,12,3562
1601,1665,4,12,267,7000
1601,1469,4,12,267,7000
1601,406,4,13,152,2308
1601,296,3,10,2,2404
1601,2689,6,17,297,5400
1601,5450,3,8,145,2299
1602,2023,6,17,94,1315
1603,290,3,7,6,3532
1604,3961,2,5,116,7000
1605,956,4,11,220,7399
1606,1992,1,3,194,2999
1613,2807,4,11,74,1299
1613,4974,3,10,145,2299
1613,658,2,6,145,2299
1614,4575,4,11,6,3532
1615,4949,2,5,69,1299
1616,4342,6,19,1,2404
1617,5074,5,16,292,7000
1618,954,2,4,293,7000
1619,3901,5,14,2,2404
1619,4241,3,9,194,2999
1619,4896,1,3,272,7000
1620,1275,5,14,12,3562
1621,3561,2,5,21,3572
1621,1665,4,12,267,7000
1621,43,2,6,161,2399
1621,1898,6,17,267,7000
1621,2567,1,1,161,2399
1621,2471,2,4,2,2404
1621,1898,6,17,267,7000
1622,2717,6,0,57,4803
1623,4847,5,15,129,3599
1624,5369,5,16,185,2604
1625,3221,6,18,293,7000
1626,4693,2,6,248,7000
1627,3221,6,18,293,7000
1628,63,3,9,71,1299
1629,2744,5,15,213,5309
1630,3604,5,16,2,2404
1631,1524,3,8,144,2204
1632,1218,3,9,2,2404
1632,2089,1,2,2,2404
1632,988,4,12,100,1315
1632,654,1,2,2,2404
1632,3804,5,16,145,2299
1632,2084,1,2,162,2605
1633,3871,2,6,160,2303
1634,4430,1,3,161,2399
1634,4324,5,16,267,7000
1635,1235,3,8,161,2399
1636,3428,3,8,144,2204
1637,3793,3,10,184,7000
1638,4189,6,19,2,2404
1639,4123,6,19,194,2999
1640,4099,5,15,144,2204
1640,961,2,6,272,7000
1641,4757,2,5,147,2206
1642,2378,6,0,207,4004
1643,2070,6,17,185,2604
1677,52,3,10,170,2307
1677,2709,1,3,144,2204
1677,524,2,6,151,2501
1677,3240,4,12,176,2399
1678,3003,3,8,161,2399
1678,532,2,6,2,2404
1678,64,3,9,145,2299
1678,3888,4,13,166,2605
1678,3596,5,16,155,2309
1678,3796,3,8,166,2605
1678,3106,6,18,163,2605
1679,2393,6,17,248,7000
1680,3728,6,19,105,5213
1681,5073,5,15,80,5404
1681,5073,5,15,80,5404
1781,3590,5,16,145,2299
1782,702,3,8,73,1299
1782,2799,4,12,237,7000
1783,5410,1,2,292,7000
1816,4758,2,5,178,2803
1817,5458,3,9,266,7000
1818,4979,3,10,292,7000
1819,600,1,1,145,2299
1820,580,2,4,1,2404
1821,63,3,9,2,2404
1822,3793,3,10,152,2308
1823,3604,5,16,2,2404
1823,17,2,4,145,2299
1824,5358,6,17,293,7000
1825,162,3,9,145,2299
1826,3544,6,19,227,7000
1827,135,4,13,195,2999
1828,1560,2,5,144,2204
1829,963,2,5,144,2204
1830,1309,4,12,192,2999
1831,303,6,19,7,3582
1832,4821,4,12,293,7000
1833,2376,1,1,155,2309
1834,1413,1,3,144,2204
1834,1089,4,12,267,7000
1834,3318,6,19,2,2404
1834,4599,6,18,292,7000
1835,777,3,7,67,5401
1836,4988,3,10,292,7000
1837,5451,3,7,2,2404
1837,116,1,2,144,2204
1837,489,2,4,267,7000
1838,2398,1,1,293,7000
1839,1446,2,5,267,7000
1839,5001,2,4,161,2399
1839,3743,4,11,145,2299
1839,240,3,8,144,2204
1840,2011,3,7,293,7000
1841,4392,3,10,292,7000
1841,2011,3,7,293,7000
1842,3280,4,13,303,7000
1843,2309,5,15,114,3699
1844,2519,3,10,180,7399
1845,3829,6,19,235,7000
1846,1803,1,2,2,2404
1846,977,3,8,161,2399
1846,4756,2,5,235,7000
1846,2375,5,15,267,7000
1846,2011,3,7,293,7000
1847,761,1,2,248,7000
1848,1932,6,17,116,7000
1849,822,1,2,287,7000
1850,4150,5,15,144,2204
1682,4471,3,7,298,5400
1683,4693,2,6,292,7000
1684,1029,1,1,266,7000
1685,2178,6,17,292,7000
1686,1848,4,11,19,3599
1687,2425,2,4,150,2506
1688,5025,3,10,293,7000
1689,1766,4,11,129,3599
1690,2765,6,18,67,5401
1691,4710,2,6,272,7000
1692,119,3,10,171,2308
1692,3713,6,19,252,7000
1693,4600,6,18,292,7000
1694,3368,4,11,84,5499
1695,4373,5,16,280,7000
1696,995,4,12,293,7000
1697,556,5,14,236,7000
1698,5239,6,19,298,5400
1699,648,2,5,241,7000
1700,587,3,10,292,7000
1701,919,4,11,293,7000
1702,3581,6,19,187,2604
1702,5130,5,14,237,7000
1703,419,1,2,264,7000
1703,4427,4,13,126,2399
1703,141,3,7,151,2501
1703,64,3,9,145,2299
1704,3591,4,13,184,7000
1705,884,2,6,298,5400
1706,4852,5,0,294,7000
1706,3283,2,6,232,7000
1707,4971,3,8,292,7000
1708,2510,3,7,77,2399
1709,829,3,10,293,7000
1710,4463,3,10,298,5400
1710,4393,3,10,292,7000
1711,3713,6,19,130,5311
1711,944,3,9,144,2204
1711,646,2,6,272,7000
1711,2557,6,17,270,7000
1712,660,2,6,160,2303
1713,2258,1,3,280,7000
1714,4259,5,16,235,7000
1714,1178,5,14,263,7000
1715,3309,6,19,293,7000
1716,2363,6,17,270,7000
1717,666,3,10,293,7000
1718,5280,4,13,264,7000
1719,4448,4,13,297,5400
1720,1738,2,5,1,2404
1721,2063,6,17,33,5212
1722,2194,5,15,267,7000
1722,3681,4,13,270,7000
1722,456,5,14,272,7000
1723,5237,6,19,293,7000
1724,1178,5,14,263,7000
1725,51,2,5,133,5212
1725,5067,5,15,80,5404
1726,456,5,14,298,5400
1727,4318,3,9,184,7000
1728,2607,3,10,235,7000
1728,4805,3,9,235,7000
1729,660,2,6,156,2399
1729,2494,6,18,297,5400
1730,1268,4,11,71,1299
1730,1475,2,5,144,2204
1731,1353,3,8,285,7000
1732,646,2,6,160,2303
1732,1383,4,14,272,7000
1733,2233,2,4,267,7000
1733,4392,3,10,192,2999
1733,1813,5,14,154,2304
1733,1283,3,9,2,2404
1733,3176,6,18,158,2305
1734,295,3,10,293,7000
1735,4845,4,12,292,7000
1736,170,3,10,160,2303
1736,5434,5,15,57,4803
1737,297,3,10,292,7000
1738,2250,6,17,252,7000
1739,541,4,13,236,7000
1739,1111,5,14,297,5400
1740,3549,5,16,152,2308
1740,3822,4,13,12,3562
1740,2959,6,17,192,2999
1740,407,2,6,145,2299
1740,4785,3,9,298,5400
1740,993,3,9,232,7000
1740,1388,5,14,292,7000
1741,715,2,5,294,7000
1742,380,3,10,292,7000
1743,921,3,8,293,7000
1744,2233,2,4,267,7000
1744,1921,3,9,129,3599
1744,3389,3,10,160,2303
1744,4475,5,14,143,2203
1745,349,4,13,184,7000
1746,4637,5,16,66,5401
1747,2068,1,2,94,1315
1748,1292,4,12,184,7000
1749,1104,4,14,292,7000
1750,2447,6,17,156,2399
1750,3156,5,16,155,2309
1750,3134,6,18,144,2204
1750,140,3,10,195,2999
1751,4091,6,19,6,3532
1752,672,3,7,0,7399
1752,2195,3,9,235,7000
1753,1409,4,11,152,2308
1754,4737,2,6,211,4099
1754,3337,4,13,2,2404
1754,4792,4,14,298,5400
1755,5071,5,16,16,3560
1756,5172,1,3,12,3562
1757,380,3,10,293,7000
1758,3840,5,15,198,5707
1759,834,1,2,94,1315
1760,3740,3,10,292,7000
1761,4761,2,5,292,7000
1762,2592,3,10,160,2303
1762,871,3,8,192,2999
1762,4370,6,19,172,2303
1762,972,3,8,194,2999
1763,4543,5,16,88,1313
1764,3681,4,13,118,5599
1765,4894,1,3,88,1313
1766,2823,2,6,2,2404
1767,4697,2,5,294,7000
1768,4068,6,19,2,2404
1768,2443,6,17,34,5299
1769,1068,2,5,109,5007
1770,4086,5,15,94,1315
1771,727,2,6,19,3599
1771,5210,3,8,297,5400
1772,3701,5,16,144,2204
1772,830,3,10,145,2299
1773,3279,6,19,298,5400
1774,2416,6,17,267,7000
1775,5273,2,4,297,5400
1776,430,3,7,88,1313
1777,925,3,10,145,2299
1777,4315,5,16,267,7000
1777,2975,1,1,3,2999
1778,3953,4,13,255,7000
1779,2615,2,4,216,2399
1780,276,2,5,194,2999
1784,393,2,4,21,3572
1784,1012,3,8,21,3572
1784,2501,3,7,161,2399
1784,5247,3,7,145,2299
1785,1409,4,11,216,2399
1786,908,5,14,144,2204
1786,19,3,9,2,2404
1786,1200,2,6,7,3582
1786,1058,2,4,144,2204
1786,2611,6,17,161,2399
1786,791,3,8,145,2299
1787,3071,1,1,293,7000
1788,1051,3,8,235,7000
1789,1136,3,8,19,3599
1790,4625,5,16,292,7000
1791,568,3,9,2,2404
1791,4865,4,11,1,2404
1792,2178,6,17,67,5401
1792,1843,6,17,94,1315
1793,1944,1,3,71,1299
1794,3692,2,6,2,2404
1794,1776,3,8,145,2299
1795,3106,6,18,184,7000
1796,2233,2,4,267,7000
1797,1361,5,14,2,2404
1797,2726,6,18,161,2399
1797,624,3,8,152,2308
1797,2399,5,15,143,2203
1798,2229,2,5,266,7000
1799,1128,1,3,287,7000
1800,4454,5,15,243,7000
1801,1643,3,8,194,2999
1802,63,3,9,172,2303
1803,5051,5,16,80,5404
1804,422,3,7,2,2404
1804,1924,5,14,88,1313
1805,2670,4,13,69,1299
1806,4641,3,9,297,5400
1807,10,1,1,67,5401
1807,5095,6,0,57,4803
1808,3553,5,16,267,7000
1809,1992,1,3,2,2404
1809,2681,2,4,2,2404
1809,3955,5,14,267,7000
1809,321,3,7,145,2299
1809,3285,4,12,292,7000
1810,5365,6,18,66,5401
1811,4404,3,10,2,2404
1812,3914,5,15,184,7000
1813,2152,1,2,76,1212
1814,4527,4,12,293,7000
1815,5381,4,11,80,5404
1958,4230,3,10,145,2299
1958,2881,2,4,145,2299
1958,701,2,6,172,2303
1958,1626,3,8,125,2399
1958,4133,5,15,192,2999
1958,657,2,6,264,7000
1958,425,3,7,187,2604
1959,1283,3,9,145,2299
1959,4198,4,11,145,2299
1959,572,1,2,145,2299
1959,2467,5,15,144,2204
1959,1897,3,9,153,2399
1959,1016,3,8,156,2399
1959,1041,3,9,143,2203
1959,207,2,4,152,2308
1960,3123,2,4,94,1315
1961,3497,2,4,140,2099
1962,1538,2,5,156,2399
1963,1016,3,8,145,2299
1964,5278,4,11,80,5404
1965,762,1,3,184,7000
2058,2295,6,17,100,1315
2059,1337,1,2,145,2299
2060,1800,1,2,80,5404
2061,2311,6,17,274,7000
2062,4963,5,16,6,3532
2092,5460,1,2,293,7000
2093,1242,3,8,291,7000
2094,2894,5,15,145,2299
2095,5126,5,14,252,7000
2096,2965,5,15,2,2404
2097,5400,2,4,274,7000
2098,4688,5,15,297,5400
2099,2150,3,9,143,2203
2100,3735,4,13,145,2299
2101,2566,1,3,145,2299
2102,1783,4,11,128,7399
2103,5254,6,19,161,2399
2104,626,2,4,145,2299
2105,4219,3,9,235,7000
2106,4549,2,6,2,2404
2107,1654,1,3,2,2404
2108,2229,2,5,248,7000
2109,4196,5,15,2,2404
2109,5214,5,15,66,5401
2110,4647,4,12,293,7000
2111,3909,5,14,267,7000
2111,2262,1,2,2,2404
2111,2684,4,11,161,2399
2111,3438,5,16,144,2204
2112,4160,3,10,298,5400
2113,877,2,6,2,2404
2113,2385,4,13,88,1313
2114,3523,3,7,248,7000
2115,1804,3,9,144,2204
2116,305,3,7,266,7000
2117,4299,5,16,267,7000
2117,1611,1,2,2,2404
2117,3691,3,9,297,5400
2117,1935,2,5,150,2506
2117,75,2,5,251,7000
2117,574,3,9,187,2604
2118,4771,2,6,297,5400
2119,3726,4,12,1,2404
2120,1894,3,9,235,7000
2121,4964,4,12,298,5400
2122,1095,6,17,292,7000
2123,2233,2,4,267,7000
2124,3305,6,19,267,7000
2125,1737,4,12,293,7000
2126,2456,2,4,303,7000
2126,4051,5,14,2,2404
2127,5122,5,14,67,5401
2127,5175,1,3,292,7000
2127,3102,4,12,293,7000
2127,1699,3,8,287,7000
2127,534,2,4,194,2999
2128,1176,2,4,241,7000
2129,4826,4,12,292,7000
2130,5360,6,18,77,2399
2131,1369,2,5,293,7000
2131,4840,4,11,292,7000
2132,1539,4,12,293,7000
2133,373,4,11,2,2404
2133,1234,5,14,194,2999
2133,5367,6,18,292,7000
1966,2239,6,17,144,2204
1966,657,2,6,152,2308
1966,846,2,6,143,2203
1966,1996,6,19,109,5007
1966,3497,2,4,293,7000
1967,3724,4,12,293,7000
1968,1679,2,5,1,2404
1969,2357,1,1,184,7000
1970,2379,6,17,292,7000
1971,623,2,4,1,2404
1972,3114,6,19,1,2404
1973,3074,6,18,61,2310
1974,471,4,12,292,7000
1975,3546,5,16,144,2204
1976,2710,1,1,144,2204
1977,4819,4,12,293,7000
1978,4815,4,12,292,7000
1979,4343,4,13,144,2204
1980,859,3,7,156,2399
1981,5382,4,12,292,7000
1982,65,2,5,1,2404
1983,2754,6,18,272,7000
1983,2526,6,18,2,2404
1983,1957,2,5,161,2399
1983,2827,4,12,264,7000
1983,3635,6,18,145,2299
1983,787,2,6,143,2203
1983,1340,3,8,145,2299
1984,5383,4,11,298,5400
1985,4015,3,9,267,7000
1985,604,4,11,99,1313
1986,4677,2,6,1,2404
1987,4558,3,7,165,2605
1987,2320,3,9,67,5401
1988,349,4,13,267,7000
1989,4820,4,12,292,7000
1990,2068,1,2,300,7000
1991,3094,6,18,147,2206
1992,25,4,13,216,2399
1993,2157,2,5,144,2204
1994,1178,5,14,261,7000
1995,4540,2,4,1,2404
1996,2779,6,18,194,2999
1996,1178,5,14,195,2999
1997,2055,4,12,293,7000
1998,2194,5,15,140,2099
1999,1115,4,11,297,5400
2000,1162,5,14,1,2404
2001,1400,1,1,156,2399
2002,1907,4,11,204,5212
2003,2194,5,15,130,5311
2004,5022,2,5,297,5400
2004,4001,5,15,1,2404
2005,646,2,6,160,2303
2006,5266,2,5,53,5499
2006,3248,3,9,94,1315
2006,4870,3,7,2,2404
2006,4588,6,17,298,5400
2006,4807,3,9,293,7000
2007,5143,3,7,298,5400
2008,3403,2,5,42,5212
2008,3223,5,16,69,1299
2009,4577,4,11,6,3532
2010,2691,6,17,267,7000
2010,3676,6,19,143,2203
2010,2305,6,19,143,2203
2010,4339,6,19,172,2303
2010,3124,6,18,264,7000
2011,377,3,7,19,3599
2012,3713,6,19,67,5401
2012,3713,6,19,252,7000
2013,1241,2,6,73,1299
2014,1245,6,18,88,1313
2015,3727,6,19,267,7000
2015,4173,5,16,267,7000
2015,4173,5,16,267,7000
2015,4173,5,16,267,7000
