cdatetime,address,district,beat,crimedescr,ucr_ncic_code
615,2854,5,15,144,2204
615,1791,1,1,231,7000
615,2244,4,13,272,7000
616,1762,2,5,100,1315
617,4565,2,5,292,7000
618,4523,1,1,66,5401
619,4847,5,15,78,5499
620,1120,2,6,21,3572
620,521,4,11,255,7000
621,72,3,10,184,7000
622,5426,5,16,16,3560
623,1318,2,4,184,7000
624,5264,1,1,2,2404
624,533,3,7,144,2204
625,4850,4,12,100,1315
626,1135,1,2,2,2404
627,3175,5,15,194,2999
628,4583,4,11,80,5404
629,2238,6,17,194,2999
630,656,1,2,2,2404
631,4659,5,15,82,5404
632,2022,2,5,184,7000
633,546,1,3,76,1212
634,1958,6,17,133,5212
679,2784,4,13,192,2999
679,1657,2,6,143,2203
679,4209,5,16,165,2605
679,143,3,7,61,2310
679,4265,3,9,187,2604
679,892,1,1,187,2604
680,3942,5,14,161,2399
680,120,3,10,235,7000
680,48,3,10,94,1315
680,1961,1,2,165,2605
681,890,3,9,194,2999
682,2353,2,4,90,1313
767,1063,5,14,298,5400
767,1515,4,11,19,3599
768,612,2,6,1,2404
768,3624,6,18,293,7000
769,5344,5,16,1,2404
770,5002,3,7,21,3572
771,5368,5,16,80,5404
807,1796,4,11,145,2299
808,2118,6,17,21,3572
809,4926,3,7,80,5404
810,2662,6,17,93,1315
811,2353,2,4,88,1313
812,5027,3,10,235,7000
813,3688,3,9,2,2404
813,4332,5,16,192,2999
814,4941,2,5,111,5499
815,4744,2,6,67,5401
816,3739,3,7,292,7000
817,3672,5,16,292,7000
818,4791,4,14,2,2404
819,571,4,11,192,2999
820,2508,3,8,144,2204
820,3684,6,19,144,2204
821,2640,3,7,266,7000
822,2287,2,4,161,2399
822,1564,4,12,146,2299
823,3148,4,13,144,2204
823,942,6,19,145,2299
823,965,3,8,172,2303
824,1181,4,12,55,4803
825,1076,5,15,144,2204
826,742,2,6,145,2299
827,1289,3,7,184,7000
828,1430,4,12,2,2404
828,4009,6,19,267,7000
828,1178,5,14,88,1313
828,3210,1,3,187,2604
828,3210,1,3,166,2605
829,4499,5,14,297,5400
830,645,2,6,2,2404
830,2711,1,1,275,7000
831,3031,1,3,213,5309
832,1548,2,5,156,2399
833,3713,6,19,252,7000
833,5325,4,11,293,7000
834,1307,2,6,267,7000
834,579,1,2,145,2299
834,4991,3,10,145,2299
834,2,5,15,267,7000
834,1383,4,14,264,7000
834,758,5,16,2,2404
834,2069,1,2,152,2308
834,1307,2,6,267,7000
835,2053,6,17,1,2404
836,2233,2,4,267,7000
837,1054,3,7,144,2204
837,3678,6,19,267,7000
838,4052,2,5,114,3699
839,4646,2,5,69,1299
840,3280,4,13,252,7000
841,4238,6,19,1,2404
842,3681,4,13,252,7000
843,5188,2,5,69,1299
843,2247,6,17,266,7000
844,964,5,14,78,5499
683,3499,6,19,267,7000
683,4311,5,16,144,2204
683,1374,3,9,144,2204
683,2964,3,7,155,2309
684,4468,3,10,156,2399
684,1478,2,5,133,5212
685,709,2,6,144,2204
686,1001,5,14,144,2204
687,3681,4,13,252,7000
688,950,3,7,5,2404
689,519,1,2,278,7000
690,1613,1,2,2,2404
691,381,4,11,145,2299
692,4461,6,17,2,2404
692,1400,1,1,95,1315
693,3962,5,14,62,8101
694,991,4,11,268,7000
695,2826,2,6,2,2404
695,4203,4,11,144,2204
695,2974,6,18,292,7000
696,2887,6,18,1,2404
697,4341,2,5,2,2404
698,4844,5,15,267,7000
699,1519,1,2,266,7000
699,157,3,7,235,7000
700,3197,3,9,232,7000
701,2068,1,2,252,7000
702,2596,3,7,57,4803
702,4374,4,13,144,2204
702,3350,5,16,161,2399
702,262,4,13,235,7000
702,34,4,13,144,2204
702,4352,3,9,2,2404
702,2325,1,1,156,2399
702,4186,5,16,61,2310
703,5275,2,5,272,7000
703,1204,3,8,293,7000
704,1178,5,14,236,7000
705,322,3,9,171,2308
706,4296,3,9,143,2203
707,2345,1,1,88,1313
708,5302,4,11,19,3599
709,2209,1,3,144,2204
709,1962,1,3,194,2999
709,2561,2,6,264,7000
709,2566,1,3,172,2303
710,4820,4,12,292,7000
711,3467,4,13,287,7000
712,3936,4,13,248,7000
713,3935,5,15,94,1315
713,1634,3,8,144,2204
714,3105,6,18,1,2404
715,4159,3,10,147,2206
716,2391,5,15,69,1299
716,3904,5,14,255,7000
717,4752,6,19,293,7000
718,2659,6,17,7,3582
718,2936,3,10,143,2203
718,2374,1,3,145,2299
718,1662,4,11,293,7000
719,2003,6,17,73,1299
720,2171,5,15,292,7000
721,2065,1,3,143,2203
722,246,3,7,9,3532
723,4610,6,17,292,7000
724,2247,6,17,292,7000
725,2948,6,18,94,1315
726,3179,3,7,266,7000
726,1665,4,12,263,7000
726,1059,4,11,144,2204
726,86,3,9,144,2204
726,3346,6,19,145,2299
726,4418,3,10,156,2399
727,4947,2,6,293,7000
728,3524,5,16,252,7000
728,3068,4,12,248,7000
728,4411,3,8,2,2404
728,2428,5,15,152,2308
728,2163,1,1,2,2404
728,3043,6,19,267,7000
729,2255,6,19,2,2404
730,2778,1,1,135,5299
731,2490,6,17,292,7000
732,716,2,5,88,1313
733,2797,6,18,2,2404
733,4500,5,14,88,1313
733,2633,6,17,192,2999
733,4610,6,17,292,7000
734,2487,4,13,130,5311
735,1485,4,14,116,7000
735,3498,6,18,136,1602
736,1458,1,2,249,7000
737,5048,6,18,297,5400
738,5184,1,3,297,5400
739,4699,2,5,152,2308
739,2561,2,6,156,2399
740,2177,6,17,19,3599
741,2801,1,1,2,2404
741,2257,1,1,2,2404
742,4138,6,19,146,2299
743,4372,5,16,192,2999
743,70,3,10,171,2308
743,2980,6,18,145,2299
743,3628,6,18,145,2299
744,2304,1,1,266,7000
745,4795,5,15,294,7000
746,2158,2,5,144,2204
746,805,2,6,125,2399
746,3839,5,15,194,2999
746,3316,3,9,144,2204
746,4587,6,17,292,7000
747,131,3,8,235,7000
748,466,6,17,292,7000
749,487,6,19,267,7000
749,487,6,19,267,7000
749,975,3,8,2,2404
749,1373,1,2,2,2404
749,2038,6,19,2,2404
749,5388,3,7,2,2404
749,4177,3,9,234,7000
750,921,3,8,248,7000
751,309,3,9,192,2999
752,3886,4,13,69,1299
753,775,3,7,160,2303
754,1207,3,8,145,2299
755,1293,2,6,144,2204
756,44,3,8,71,1299
756,1839,3,8,80,5404
757,5424,4,11,292,7000
758,2498,3,10,252,7000
758,4651,5,15,297,5400
758,1953,2,5,268,7000
758,3641,5,16,266,7000
758,3699,6,19,145,2299
759,2972,6,18,192,2999
760,825,2,6,156,2399
761,4651,5,15,292,7000
762,1397,6,17,185,2604
763,4338,5,16,2,2404
763,2588,6,18,266,7000
764,768,2,4,266,7000
764,4553,2,4,297,5400
765,2962,6,18,192,2999
765,4275,5,16,100,1315
766,3207,6,18,71,1299
772,915,6,17,101,1315
772,536,2,5,2,2404
772,784,3,7,145,2299
772,4732,2,6,272,7000
772,1972,3,9,145,2299
772,824,2,6,145,2299
772,3084,6,18,156,2399
773,3841,3,8,235,7000
774,297,3,10,93,1315
775,2552,5,15,292,7000
776,5479,5,16,292,7000
777,1387,5,14,292,7000
778,3312,6,18,31,5212
779,3139,3,10,149,2506
780,3281,6,18,194,2999
781,2304,1,1,2,2404
782,3679,4,13,266,7000
783,725,2,6,2,2404
783,136,3,9,2,2404
783,3786,3,8,144,2204
784,4496,1,3,293,7000
785,3396,3,9,2,2404
786,3473,4,13,184,7000
787,516,1,2,292,7000
788,112,3,7,2,2404
788,1016,3,8,145,2299
789,337,1,2,88,1313
790,3947,4,13,184,7000
791,5074,5,16,293,7000
792,2049,1,2,266,7000
793,4459,2,5,2,2404
793,4027,6,19,2,2404
793,2910,6,19,2,2404
793,2546,4,13,144,2204
793,2798,5,15,143,2203
794,372,4,11,293,7000
795,1583,1,2,2,2404
795,1019,3,9,283,7000
796,1202,6,17,292,7000
797,3673,5,14,80,5404
798,4512,2,5,12,3562
799,2344,2,4,2,2404
799,1065,2,4,2,2404
800,530,3,9,2,2404
801,292,3,7,297,5400
802,589,3,10,298,5400
803,2394,2,4,2,2404
804,4888,4,13,298,5400
805,5468,5,15,292,7000
806,1126,2,4,100,1315
845,1078,5,14,2,2404
845,2906,5,15,2,2404
845,3563,5,16,164,2605
845,1504,4,11,166,2605
845,5445,1,2,145,2299
846,2739,6,19,2,2404
846,365,2,5,161,2399
846,3468,4,13,145,2299
846,4043,3,9,145,2299
847,3189,5,16,156,2399
848,2049,1,2,109,5007
849,3004,2,5,103,5213
849,1015,3,8,145,2299
850,1409,4,11,292,7000
851,2952,3,8,93,1315
851,4793,5,15,67,5401
923,850,3,7,271,7000
923,750,3,8,145,2299
924,877,2,6,2,2404
925,1900,1,3,194,2999
926,778,3,7,271,7000
927,4715,3,7,19,3599
965,4530,2,0,2,2404
965,4049,3,9,145,2299
965,1017,3,8,145,2299
965,3437,4,12,169,2305
966,4518,2,6,67,5401
967,4414,2,5,103,5213
968,3289,1,1,103,5213
969,5341,3,7,80,5404
970,3107,4,12,39,5202
971,3912,4,13,192,2999
971,3912,4,13,192,2999
971,4049,3,9,145,2299
972,4313,6,19,293,7000
973,4290,5,16,145,2299
974,384,6,19,67,5401
975,4560,3,9,66,5401
976,302,2,5,145,2299
977,5095,6,0,66,5401
978,5161,1,1,293,7000
979,2234,6,17,109,5007
980,1507,4,12,291,7000
981,3578,3,9,184,7000
982,2200,5,15,2,2404
983,3571,6,19,165,2605
983,3768,4,12,161,2399
983,3859,5,15,165,2605
984,2885,6,18,76,1212
985,1651,6,17,2,2404
985,5008,3,10,193,2999
985,1849,6,17,272,7000
986,5218,6,18,272,7000
987,5186,1,3,298,5400
988,845,2,6,194,2999
989,4954,3,9,298,5400
990,549,1,2,109,5007
991,2515,3,9,88,1313
852,2218,6,17,94,1315
853,4896,1,3,293,7000
854,699,3,7,293,7000
855,4703,1,1,298,5400
856,4182,5,16,255,7000
856,4498,3,9,297,5400
856,1237,2,6,293,7000
857,4566,2,6,293,7000
858,1368,5,14,161,2399
859,5178,1,3,287,7000
860,4664,2,5,76,1212
861,4517,2,6,67,5401
862,2916,4,11,161,2399
862,2430,1,3,2,2404
862,661,2,6,145,2299
863,1832,2,5,293,7000
864,248,3,7,192,2999
864,42,3,8,1,2404
864,42,3,8,161,2399
865,1247,6,18,235,7000
866,103,2,5,293,7000
867,1164,1,2,255,7000
868,1671,2,5,228,7000
869,364,2,5,293,7000
870,1966,1,3,293,7000
871,2530,6,17,144,2204
872,818,2,6,152,2308
873,2002,1,2,291,7000
874,1348,2,5,71,1299
875,2695,6,17,71,1299
876,1352,2,6,291,7000
877,825,2,6,172,2303
878,2966,6,18,156,2399
879,1665,4,12,267,7000
879,1665,4,12,267,7000
879,978,1,2,267,7000
879,1243,4,11,161,2399
879,73,3,9,152,2308
880,686,2,6,156,2399
881,170,3,10,160,2303
882,4862,4,13,298,5400
883,4869,3,10,248,7000
884,54,2,5,144,2204
885,401,3,7,143,2203
885,1895,3,9,292,7000
886,4060,5,16,144,2204
887,4005,5,16,94,1315
888,657,2,6,143,2203
889,2413,1,3,189,2399
890,4236,1,3,267,7000
890,3076,3,9,158,2305
890,3332,1,1,61,2310
890,3139,3,10,172,2303
891,1330,3,8,71,1299
892,1236,2,6,2,2404
892,2566,1,3,67,5401
893,3999,4,13,145,2299
894,686,2,6,143,2203
895,2056,6,17,292,7000
896,4057,5,14,144,2204
897,1853,5,15,194,2999
898,1609,5,14,165,2605
899,660,2,6,172,2303
900,4788,3,9,297,5400
901,286,6,17,69,1299
901,3243,6,18,192,2999
901,657,2,6,194,2999
902,1147,3,7,273,7000
903,2741,5,15,160,2303
903,4625,5,16,292,7000
904,4217,3,10,184,7000
905,2920,3,10,84,5499
906,2695,6,17,152,2308
907,107,3,7,292,7000
908,2874,5,15,2,2404
908,201,3,10,248,7000
908,696,2,6,2,2404
908,4268,5,16,269,7000
908,657,2,6,264,7000
908,78,4,11,194,2999
908,3959,4,13,145,2299
908,3328,6,18,172,2303
909,4112,3,9,145,2299
910,5177,1,3,297,5400
911,3793,3,10,184,7000
912,5120,5,14,6,3532
913,1700,3,8,2,2404
914,4790,4,14,292,7000
915,1299,2,4,267,7000
915,1701,1,2,267,7000
915,1275,5,14,294,7000
916,2063,6,17,292,7000
917,2829,1,1,299,7000
918,657,2,6,192,2999
919,1050,3,8,293,7000
920,3205,5,16,293,7000
921,5081,2,6,272,7000
922,3038,3,9,232,7000
928,1352,2,6,144,2204
928,1216,5,15,267,7000
928,1081,1,1,268,7000
928,46,4,11,255,7000
929,4753,6,19,82,5404
930,3934,5,15,136,1602
931,4620,5,16,293,7000
932,3924,5,16,82,5404
933,2953,2,4,1,2404
934,440,5,14,2,2404
934,2229,2,5,144,2204
935,36,3,8,194,2999
936,3264,4,13,192,2999
937,4355,3,9,143,2203
937,418,3,9,192,2999
937,152,4,11,145,2299
937,3060,2,6,156,2399
938,596,3,7,292,7000
939,3207,6,18,71,1299
940,119,3,10,12,3562
940,110,3,10,27,3599
941,1119,2,4,235,7000
942,16,5,16,144,2204
942,741,2,6,264,7000
943,825,2,6,71,1299
944,3883,6,19,94,1315
945,1248,2,6,94,1315
946,4786,6,19,297,5400
947,2625,3,9,69,1299
948,5466,6,19,103,5213
949,2449,3,9,143,2203
950,730,1,1,272,7000
951,3002,6,19,2,2404
951,1577,1,2,144,2204
952,4163,4,13,144,2204
953,1284,5,14,299,7000
954,290,3,7,293,7000
955,3153,6,19,293,7000
956,2000,3,8,144,2204
956,2763,6,17,143,2203
956,1264,3,8,192,2999
957,4753,6,19,259,7000
958,5001,2,4,21,3572
959,4983,3,8,80,5404
959,1950,1,2,161,2399
960,5068,5,15,80,5404
961,4585,6,17,292,7000
962,5473,1,3,19,3599
962,2311,6,17,67,5401
963,982,3,8,271,7000
964,829,3,10,2,2404
992,1777,3,8,270,7000
992,4188,6,19,155,2309
992,3468,4,13,192,2999
993,1467,4,12,2,2404
993,4822,4,12,2,2404
993,1263,2,6,194,2999
993,879,5,14,192,2999
993,2756,1,1,155,2309
993,1667,4,12,277,7000
994,5369,5,16,19,3599
995,5324,5,15,81,5404
996,3861,4,13,144,2204
997,4654,5,16,297,5400
998,1035,4,12,267,7000
998,3242,3,7,192,2999
999,3685,6,19,101,1315
1066,270,3,7,192,2999
1066,969,4,11,156,2399
1066,190,3,10,194,2999
1067,3793,3,10,198,5707
1068,4910,2,4,67,5401
1068,1368,5,14,194,2999
1069,4385,6,17,287,7000
1070,199,3,7,69,1299
1071,751,3,8,297,5400
1072,155,3,8,226,7000
1102,2047,1,3,2,2404
1103,3301,1,1,266,7000
1104,4984,3,8,67,5401
1105,1037,3,8,106,4199
1106,4890,6,18,88,1313
1107,3622,5,16,71,1299
1108,5145,3,7,248,7000
1109,2222,6,17,283,7000
1110,1977,1,2,88,1313
1111,753,3,7,100,1315
1112,4908,4,13,298,5400
1112,3830,4,13,292,7000
1113,2299,6,17,44,5207
1114,526,1,2,2,2404
1115,3160,3,9,192,2999
1116,5428,5,15,274,7000
1116,4024,3,9,67,5401
1117,3687,4,12,145,2299
1118,1964,2,5,21,3572
1119,3534,5,16,109,5007
1120,2134,2,4,192,2999
1121,1829,2,5,184,7000
1122,1894,3,9,165,2605
1123,4302,6,19,143,2203
1124,4245,6,19,143,2203
1125,134,3,10,155,2309
1126,3304,6,19,94,1315
1127,2144,1,1,2,2404
1128,3455,6,19,268,7000
1128,1586,4,11,145,2299
1128,4222,5,15,248,7000
1128,5290,4,13,161,2399
1128,1529,3,8,150,2506
1128,900,2,6,165,2605
1128,3020,1,1,287,7000
1128,2132,2,5,171,2308
1128,2193,2,5,192,2999
1129,1128,1,3,2,2404
1129,4511,2,5,293,7000
1130,200,3,10,303,7000
1131,1497,6,17,267,7000
1131,3903,4,13,152,2308
1132,994,2,6,293,7000
1133,3012,6,19,1,2404
1134,5096,2,5,297,5400
1135,269,2,5,194,2999
1136,1497,6,17,267,7000
1137,5389,3,7,293,7000
1000,3086,1,1,88,1313
1000,1183,2,6,194,2999
1001,2750,6,18,266,7000
1002,1686,3,8,285,7000
1003,1377,4,12,293,7000
1004,926,5,14,67,5401
1005,2581,6,17,134,5212
1006,5197,1,3,1,2404
1007,1186,1,2,134,5212
1008,2428,5,15,160,2303
1008,558,5,15,144,2204
1009,517,3,9,218,7000
1010,3784,4,13,293,7000
1011,1516,6,17,194,2999
1011,1383,4,14,152,2308
1012,3081,2,4,298,5400
1013,1738,2,5,216,2399
1014,2734,5,15,160,2303
1015,3922,6,19,235,7000
1016,1758,4,11,152,2308
1016,1939,6,17,2,2404
1016,3407,6,18,289,7000
1017,1665,4,12,267,7000
1018,2266,1,3,72,1210
1019,5371,6,0,293,7000
1020,1272,1,2,278,7000
1021,775,3,7,165,2605
1022,1748,1,1,80,5404
1023,344,2,5,230,7000
1024,2980,6,18,152,2308
1025,2051,2,5,88,1313
1025,2990,3,7,171,2308
1026,2591,2,4,243,7000
1027,775,3,7,148,2589
1028,4055,5,14,248,7000
1028,578,1,3,144,2204
1029,586,3,7,235,7000
1030,2789,3,7,285,7000
1031,4410,3,10,184,7000
1032,2539,5,15,291,7000
1032,5233,6,19,293,7000
1032,590,3,10,145,2299
1032,3570,6,19,172,2303
1032,4319,3,9,291,7000
1033,3139,3,10,160,2303
1034,5442,1,3,272,7000
1034,480,3,7,145,2299
1035,2334,1,1,143,2203
1036,2335,3,9,155,2309
1037,426,2,4,1,2404
1038,4322,6,19,274,7000
1038,2657,6,17,273,7000
1039,2946,4,11,227,7000
1040,2371,2,4,116,7000
1041,5432,5,16,149,2506
1042,2651,4,11,21,3572
1043,1617,4,11,71,1299
1044,3143,4,13,255,7000
1044,590,3,10,187,2604
1044,642,1,2,300,7000
1044,657,2,6,192,2999
1045,0,6,18,287,7000
1046,4481,6,17,19,3599
1047,4435,4,11,2,2404
1048,3430,6,18,100,1315
1048,1872,1,3,300,7000
1048,4890,6,18,264,7000
1048,910,2,6,192,2999
1048,847,3,8,192,2999
1048,871,3,8,192,2999
1049,2346,2,4,32,5212
1049,3634,6,19,292,7000
1050,4921,4,13,145,2299
1051,1865,2,5,293,7000
1051,1198,2,6,247,7000
1052,4455,2,5,184,7000
1053,1048,3,7,235,7000
1053,2547,5,15,144,2204
1054,1713,4,12,150,2506
1055,5236,3,9,76,1212
1055,3812,4,13,272,7000
1056,1442,2,5,101,1315
1056,3706,2,5,290,7000
1057,968,5,14,80,5404
1058,4019,5,15,184,7000
1059,2955,6,18,144,2204
1060,5078,5,15,279,7000
1061,2106,3,9,2,2404
1061,4072,5,15,161,2399
1062,4533,2,6,208,5311
1063,1812,3,9,2,2404
1064,2815,6,18,236,7000
1065,2944,3,7,195,2999
1073,3717,5,16,2,2404
1073,3437,4,12,168,2304
1073,2437,6,19,292,7000
1073,551,2,6,145,2299
1074,3133,3,9,155,2309
1075,4614,5,15,6,3532
1076,5482,4,11,292,7000
1077,2628,2,4,235,7000
1078,5364,6,19,2,2404
1078,2340,1,1,192,2999
1079,1561,4,12,259,7000
1080,3436,4,13,2,2404
1081,2816,4,12,1,2404
1082,2008,6,17,94,1315
1083,2484,6,19,101,1315
1084,3474,6,19,194,2999
1084,3639,2,5,2,2404
1084,3394,6,18,2,2404
1084,4118,3,9,143,2203
1084,3661,5,16,2,2404
1084,743,2,6,248,7000
1084,2602,1,3,165,2605
1085,828,4,11,80,5404
1086,2469,2,4,2,2404
1086,723,2,6,143,2203
1086,2647,2,4,154,2304
1087,5322,2,5,147,2206
1088,5122,5,14,293,7000
1089,4393,3,10,293,7000
1090,1210,3,8,19,3599
1091,2170,1,3,192,2999
1091,3681,4,13,253,7000
1091,1926,1,3,192,2999
1092,5395,5,14,292,7000
1093,2593,6,19,192,2999
1094,2270,6,17,144,2204
1095,3803,5,16,2,2404
1096,1205,3,8,12,3562
1096,3869,5,15,77,2399
1097,1121,3,9,31,5212
1098,1360,3,8,161,2399
1098,1875,3,9,2,2404
1098,2237,1,1,152,2308
1099,4394,3,10,283,7000
1100,5349,6,17,54,4801
1101,2755,6,18,192,2999
1101,5096,2,5,85,5404
1138,3535,4,13,266,7000
1138,3375,4,13,194,2999
1139,1640,3,8,2,2404
1139,455,4,11,145,2299
1139,1404,4,12,264,7000
1139,88,4,13,145,2299
1139,876,1,2,156,2399
1139,2105,1,1,277,7000
1139,2459,6,18,161,2399
1140,4864,4,12,178,2803
1141,211,2,6,195,2999
1142,4759,2,5,76,1212
1143,4689,5,15,54,4801
1214,896,1,2,195,2999
1215,2837,6,18,293,7000
1216,1422,4,11,172,2303
1242,1038,2,6,2,2404
1243,615,3,7,271,7000
1244,5258,2,5,111,5499
1245,3793,3,10,269,7000
1246,1546,2,6,144,2204
1247,4175,6,19,2,2404
1248,1222,2,4,2,2404
1249,476,6,19,67,5401
1250,4258,6,19,213,5309
1251,1825,2,5,2,2404
1252,1920,3,9,298,5400
1253,1931,3,9,2,2404
1253,4252,5,15,60,2999
1253,2532,5,15,267,7000
1254,336,3,7,184,7000
1255,4024,3,9,255,7000
1256,147,3,10,29,7399
1257,2668,2,4,67,5401
1257,4246,1,3,194,2999
1257,2814,4,12,150,2506
1257,840,4,11,145,2299
1258,1879,3,9,143,2203
1259,153,3,10,29,7399
1260,3090,6,19,161,2399
1260,1916,4,12,298,5400
1261,4250,4,11,187,2604
1262,30,3,10,254,7000
1263,4251,6,19,1,2404
1264,2280,6,17,217,4999
1265,3513,3,10,29,7399
1266,3021,6,18,144,2204
1267,3339,5,16,60,2999
1268,1219,4,13,195,2999
1269,1068,2,5,109,5007
1270,1822,2,5,267,7000
1270,148,3,10,194,2999
1271,1691,3,8,293,7000
1272,4987,3,10,29,7399
1273,1588,4,11,184,7000
1274,851,2,6,2,2404
1144,2297,6,19,293,7000
1145,5241,3,7,298,5400
1146,1605,3,8,293,7000
1147,5481,4,11,298,5400
1148,3181,6,19,94,1315
1149,2122,3,9,293,7000
1150,5165,3,9,69,1299
1151,3556,5,16,136,1602
1151,2233,2,4,267,7000
1151,3103,3,9,279,7000
1152,4844,5,15,293,7000
1153,502,2,6,2,2404
1154,1457,2,4,267,7000
1155,142,2,5,88,1313
1156,2435,5,15,267,7000
1157,4731,2,6,116,7000
1157,962,3,7,161,2399
1157,3895,4,13,267,7000
1157,3895,4,13,267,7000
1157,4306,5,16,277,7000
1158,1173,4,12,297,5400
1159,1273,2,6,228,7000
1160,449,3,7,291,7000
1161,1554,4,11,272,7000
1162,3416,5,16,152,2308
1162,1768,3,8,297,5400
1162,4814,4,12,67,5401
1162,4462,4,11,145,2299
1163,3010,3,9,184,7000
1164,1411,4,12,94,1315
1165,2892,6,19,235,7000
1165,5261,3,7,2,2404
1166,2659,6,17,9,3532
1167,4116,5,15,293,7000
1168,153,3,10,129,3599
1169,1826,5,14,267,7000
1169,3139,3,10,145,2299
1169,522,2,6,2,2404
1169,601,1,1,277,7000
1170,660,2,6,160,2303
1171,890,3,9,298,5400
1172,4952,5,15,298,5400
1173,5338,2,5,12,3562
1174,1125,2,6,192,2999
1174,3609,4,12,153,2399
1175,2584,5,15,293,7000
1176,2575,5,15,293,7000
1177,2413,1,3,1,2404
1178,961,2,6,171,2308
1179,3549,5,16,72,1210
1179,122,3,10,2,2404
1180,4511,2,5,298,5400
1181,2176,6,17,69,1299
1181,1201,4,12,293,7000
1182,4806,3,9,292,7000
1183,3094,6,18,144,2204
1183,1243,4,11,144,2204
1183,2844,1,1,161,2399
1184,5232,6,19,137,5499
1185,4209,5,16,81,5404
1185,5280,4,13,192,2999
1186,4551,2,5,297,5400
1187,1816,4,11,80,5404
1187,4680,5,15,66,5401
1188,5463,2,5,134,5212
1189,3326,5,16,267,7000
1190,3635,6,18,298,5400
1191,3084,6,18,160,2303
1191,887,5,14,192,2999
1191,2012,6,17,144,2204
1191,1175,5,14,165,2605
1191,871,3,8,195,2999
1192,1893,5,14,2,2404
1193,866,3,8,145,2299
1194,3129,6,18,12,3562
1195,2041,1,2,242,7000
1196,4447,4,13,267,7000
1196,3487,4,12,1,2404
1197,5351,3,9,293,7000
1198,1598,4,11,1,2404
1199,4210,5,15,269,7000
1200,0,6,18,2,2404
1200,2540,5,15,267,7000
1200,1592,4,11,145,2299
1200,3219,4,12,192,2999
1200,4205,3,9,160,2303
1200,1041,3,9,155,2309
1201,649,5,14,235,7000
1202,2095,2,5,144,2204
1202,5351,3,9,208,5311
1203,3401,5,16,184,7000
1204,3659,5,16,94,1315
1205,1333,3,8,80,5404
1206,1529,3,8,2,2404
1206,1414,3,8,2,2404
1207,5201,2,5,292,7000
1208,5269,2,5,19,3599
1209,195,5,14,1,2404
1210,5467,6,19,165,2605
1211,5314,1,2,272,7000
1212,4382,4,13,2,2404
1213,5330,5,15,77,2399
1217,1535,4,11,109,5007
1217,4107,4,13,2,2404
1217,1214,1,1,2,2404
1217,3545,4,12,144,2204
1217,3793,3,10,272,7000
1217,3015,3,7,230,7000
1217,804,2,6,145,2299
1218,414,3,9,2,2404
1219,348,2,4,21,3572
1220,1004,6,17,76,1212
1221,4849,5,15,24,3571
1222,4438,2,5,178,2803
1223,3142,3,10,261,7000
1224,4879,6,19,137,5499
1224,3331,4,12,2,2404
1224,4049,3,9,284,7000
1225,1746,4,11,236,7000
1226,3009,6,18,270,7000
1227,4244,3,9,165,2605
1228,5199,2,5,1,2404
1229,783,3,8,161,2399
1230,3982,5,14,292,7000
1231,2868,6,18,2,2404
1232,855,3,8,71,1299
1233,2148,5,14,21,3572
1234,4274,5,16,192,2999
1234,3344,6,18,145,2299
1234,3252,5,16,144,2204
1234,1992,1,3,145,2299
1235,5348,6,0,292,7000
1236,4819,4,12,235,7000
1236,5235,6,19,67,5401
1237,1252,3,8,161,2399
1237,2298,2,5,194,2999
1237,766,3,7,194,2999
1237,3604,5,16,3,2999
1237,1146,3,8,194,2999
1238,1193,3,7,2,2404
1239,3082,6,19,237,7000
1240,1461,2,5,69,1299
1241,1144,1,1,2,2404
1275,1627,3,8,158,2305
1276,731,1,2,161,2399
1276,1907,4,11,253,7000
1276,363,4,11,171,2308
1276,1905,3,9,152,2308
1276,793,4,11,155,2309
1277,1729,1,2,2,2404
1278,4731,2,6,185,2604
1279,800,3,8,271,7000
1280,1814,6,17,298,5400
1281,2995,1,1,145,2299
1281,2303,1,1,2,2404
1282,1384,4,12,292,7000
1399,518,2,6,145,2299
1400,294,3,10,292,7000
1401,2711,1,1,72,1210
1402,3594,5,15,292,7000
1432,2233,2,4,267,7000
1432,3089,4,11,2,2404
1433,1324,2,5,19,3599
1434,3178,2,4,143,2203
1435,2306,4,11,19,3599
1436,115,6,18,145,2299
1436,2858,6,18,172,2303
1437,2201,1,3,21,3572
1438,2060,1,1,145,2299
1439,1496,4,11,275,7000
1440,3799,3,9,293,7000
1441,1281,4,12,145,2299
1442,4569,2,6,293,7000
1443,970,3,7,2,2404
1444,5122,5,14,297,5400
1445,4008,5,14,144,2204
1446,3827,5,14,2,2404
1446,1358,2,6,144,2204
1447,1619,3,8,293,7000
1448,1749,5,14,194,2999
1448,2010,1,1,267,7000
1448,1725,6,18,152,2308
1449,803,2,6,293,7000
1450,986,2,6,293,7000
1451,4970,3,10,161,2399
1451,3694,4,13,144,2204
1451,2153,1,3,165,2605
1451,1572,4,11,165,2605
1451,1992,1,3,187,2604
1452,5074,5,16,292,7000
1453,2757,3,9,145,2299
1454,4256,5,16,293,7000
1455,4649,2,5,293,7000
1456,5313,1,2,293,7000
1457,1499,4,12,293,7000
1458,1707,1,2,19,3599
1459,3876,2,4,1,2404
1460,2612,5,15,293,7000
1461,1700,3,8,268,7000
1461,3482,5,16,144,2204
1462,1907,4,11,253,7000
1463,2507,2,4,187,2604
1464,2507,2,4,187,2604
1465,4858,4,11,12,3562
1465,3562,5,16,1,2404
